age,gender,primary_tech_field,job_title,employment_type,work_arrangement,experience_years_total,experience_years_in_field,education_level,languages_spoken,skills,primary_skill,num_skills,certifications,company_size,annual_salary_usd,num_languages,num_certifications,total_skills + certificates
23,Male,DevOps & Cloud,Platform Engineer,Full-time,Hybrid,0.5,0.5,Bachelor's Degree,Spanish; Bengali; German,Linux; AWS; Azure; Jenkins; GCP; Ansible; CI/CD,Linux,7,Certified Scrum Master; Google Cloud Professional; PMP,Medium (51-200),117691.02,3,3,10
37,Male,DevOps & Cloud,Other,Full-time,Remote,8.5,7.1,PhD,English,Azure; CI/CD; Kubernetes; Linux,Azure,4,TensorFlow Developer Certificate; Kubernetes CKA,Small (11-50),285929.56,1,2,6
18,Male,Frontend Development,Other,Full-time,On-site,5.9,3.3,Bachelor's Degree,English; Bengali; Tamil,TypeScript; Tailwind CSS; Next.js; JavaScript; HTML/CSS; Vue.js; Redux,TypeScript,7,TensorFlow Developer Certificate,Enterprise (1000+),175481.35,3,1,8
32,Female,Product Management,Other,Full-time,Remote,3.3,3.1,Master's Degree,English; French; Italian; Spanish,Data Analysis; Figma; Roadmapping,Data Analysis,3,CEH,Large (201-1000),295377.66,4,1,4
36,Female,Mobile Development,Other,Full-time,On-site,5.3,4.9,Master's Degree,English,Firebase; React Native; Android SDK; Swift; Flutter; SwiftUI; Xcode; Java,Firebase,8,Kubernetes CKA,Large (201-1000),201946.05,1,1,9
47,Female,Backend Development,Platform Engineer,Full-time,Remote,0.5,0.5,Bachelor's Degree,English; Arabic; Dutch,C#; Rust; Node.js; Java,C#,4,CISSP,Small (11-50),110105.56,3,1,5
27,Female,Database & Data Engineering,Other,Full-time,Hybrid,0.5,0.5,Bootcamp,English; Italian; Korean,Airflow; Cassandra; dbt; SQL; MongoDB,Airflow,5,,Small (11-50),92448.92,3,0,5
32,Prefer not to say,Backend Development,Platform Engineer,Full-time,Remote,2.6,2.1,High School,English,Node.js; FastAPI; Spring Boot; C#; Go; Ruby; Django; PHP,Node.js,8,,Startup (1-10),125968.48,1,0,8
18,Male,Data Science & ML,Other,Full-time,On-site,1.3,1.1,Master's Degree,English; Arabic,Spark; R; Hugging Face; scikit-learn,Spark,4,,Large (201-1000),165484.72,2,0,4
39,Male,QA & Testing,Other,Full-time,Remote,2.5,1.1,PhD,English; Mandarin,Load Testing; Jest; Performance Testing; Playwright; API Testing; Selenium,Load Testing,6,,Medium (51-200),174905.27,2,0,6
23,Male,Full-Stack Development,Senior Software Engineer,Freelance,Remote,6.5,5.7,Bootcamp,English; French,REST APIs; AWS; Python; TypeScript; PostgreSQL; Node.js; Redis; React,REST APIs,8,Kubernetes CKA,Enterprise (1000+),183637.09,2,1,9
41,Prefer not to say,Frontend Development,Other,Full-time,Hybrid,4.0,1.7,Associate's Degree,English; Korean,GraphQL; Redux; Tailwind CSS,GraphQL,3,CEH,Startup (1-10),97201.02,2,1,4
28,Female,DevOps & Cloud,Platform Engineer,Full-time,Hybrid,6.4,2.8,Bootcamp,English; Portuguese,GCP; AWS; Prometheus,GCP,3,Azure Solutions Architect,Large (201-1000),229682.41,2,1,4
43,Male,Mobile Development,Other,Full-time,On-site,3.7,3.2,Master's Degree,English; Telugu,Flutter; Java; Kotlin; Android SDK; Xcode; Dart; Jetpack Compose,Flutter,7,Linux Foundation Certified; Certified Scrum Master,Enterprise (1000+),246348.75,2,2,9
30,Male,QA & Testing,Other,Full-time,Remote,4.1,1.7,Bachelor's Degree,English; French; Hindi,Performance Testing; Jest; TestRail; Load Testing; Selenium,Performance Testing,5,Azure Solutions Architect,Startup (1-10),132489.21,3,1,6
35,Male,Embedded Systems & IoT,Other,Full-time,Remote,3.2,1.7,Bachelor's Degree,English,C; RTOS; Microcontrollers; MQTT,C,4,,Medium (51-200),139048.11,1,0,4
26,Male,Data Science & ML,Other,Full-time,Hybrid,9.0,7.3,Bachelor's Degree,English,Pandas; Hugging Face; NLTK; SQL; scikit-learn,Pandas,5,,Large (201-1000),235848.45,1,0,5
30,Male,Frontend Development,Other,Full-time,Hybrid,10.8,5.3,Bachelor's Degree,English; French; Russian; Korean,GraphQL; React; Tailwind CSS; JavaScript; Webpack; TypeScript; Vue.js,GraphQL,7,,Startup (1-10),215666.68,4,0,7
27,Male,DevOps & Cloud,Other,Full-time,Hybrid,2.6,2.2,Bachelor's Degree,English; Telugu,Jenkins; Azure; Ansible; GCP,Jenkins,4,,Startup (1-10),109561.9,2,0,4
27,Female,Backend Development,Other,Full-time,Remote,4.5,2.5,PhD,Hindi,C#; Spring Boot; Ruby; Express.js; Rust,C#,5,TensorFlow Developer Certificate; CompTIA Security+; Kubernetes CKA,Enterprise (1000+),360888.77,1,3,8
37,Male,DevOps & Cloud,Other,Full-time,Hybrid,0.7,0.5,Master's Degree,English,Jenkins; Ansible; CI/CD; Terraform; AWS; Azure; Kubernetes; Docker,Jenkins,8,AWS Certified Developer,Small (11-50),124631.88,1,1,9
25,Non-Binary,Data Science & ML,Other,Contract,Remote,0.5,0.5,Bootcamp,Dutch; Hindi,Spark; PyTorch; scikit-learn; Pandas; Python; Hugging Face; SQL,Spark,7,TensorFlow Developer Certificate; Google Cloud Professional,Startup (1-10),88231.76,2,2,9
40,Female,Mobile Development,Other,Full-time,On-site,17.3,11.1,Master's Degree,English; Dutch,Dart; Flutter; Android SDK; Objective-C; Xcode,Dart,5,,Large (201-1000),352644.64,2,0,5
46,Female,Full-Stack Development,Other,Full-time,Remote,9.5,5.1,Bachelor's Degree,English,MongoDB; Docker; Node.js; Vue.js; GraphQL; AWS,MongoDB,6,Certified Scrum Master; AWS Certified Developer,Large (201-1000),231501.23,1,2,8
22,Male,Frontend Development,Other,Full-time,Remote,10.5,4.8,Bachelor's Degree,English; German,SASS; TypeScript; Redux; Next.js; Tailwind CSS,SASS,5,,Small (11-50),54695.93,2,0,5
34,Male,Product Management,Other,Full-time,On-site,14.2,9.6,Master's Degree,English,SQL; Roadmapping; Data Analysis; Wireframing; Stakeholder Management; Agile; A/B Testing; User Research,SQL,8,PMP,Startup (1-10),260500.05,1,1,9
31,Male,Database & Data Engineering,Other,Full-time,Remote,13.0,6.5,Bootcamp,Bengali; Dutch,Airflow; Spark; BigQuery; PostgreSQL; Kafka; dbt,Airflow,6,Azure Solutions Architect; CEH,Large (201-1000),222949.81,2,2,8
25,Male,QA & Testing,Other,Full-time,Remote,0.5,0.5,PhD,English; Bengali; Russian; Arabic,Playwright; JUnit; Jira; Postman; Load Testing; API Testing; PyTest; Selenium,Playwright,8,Certified Scrum Master; CompTIA Security+,Enterprise (1000+),108805.52,4,2,10
21,Male,Backend Development,Platform Engineer,Full-time,Remote,6.9,4.1,Master's Degree,English,FastAPI; Node.js; Java,FastAPI,3,,Medium (51-200),47976.98,1,0,3
37,Male,Product Management,Other,Full-time,Remote,7.6,3.7,Bootcamp,Bengali; Korean,Jira; Data Analysis; Figma; Roadmapping; User Research; Agile; Confluence; Scrum,Jira,8,,Medium (51-200),194848.32,2,0,8
33,Female,DevOps & Cloud,Other,Full-time,On-site,6.6,2.7,Bachelor's Degree,English; Russian; Korean,GCP; Terraform; Jenkins; Docker,GCP,4,,Startup (1-10),59094.75,3,0,4
32,Male,Product Management,Other,Contract,Remote,5.8,5.2,Bachelor's Degree,English; Italian,A/B Testing; Stakeholder Management; User Research; Roadmapping; SQL; Data Analysis; Agile; Jira,A/B Testing,8,,Enterprise (1000+),226789.64,2,0,8
30,Male,Data Science & ML,Other,Full-time,Remote,0.5,0.5,Bachelor's Degree,English,R; Spark; NLTK; Python,R,4,Certified Scrum Master,Small (11-50),111774.06,1,1,5
31,Male,Frontend Development,Other,Full-time,Remote,0.5,0.5,Bootcamp,English; Portuguese,Tailwind CSS; Webpack; React; JavaScript; TypeScript; Next.js,Tailwind CSS,6,,Enterprise (1000+),77760.74,2,0,6
38,Female,Database & Data Engineering,Other,Full-time,Hybrid,1.9,1.3,Master's Degree,English; Bengali; Russian,Kafka; SQL; MongoDB,Kafka,3,CEH,Enterprise (1000+),62247.21,3,1,4
28,Male,Mobile Development,Other,Part-time,Remote,0.5,0.5,Bachelor's Degree,English; Spanish; Korean; Portuguese,Android SDK; React Native; Dart; Flutter; Xcode; Swift; Firebase,Android SDK,7,,Large (201-1000),95883.61,4,0,7
38,Female,Database & Data Engineering,Other,Full-time,Remote,6.2,2.7,Bootcamp,English; Russian,Kafka; Cassandra; Airflow; Redis; MongoDB,Kafka,5,CompTIA Security+,Large (201-1000),207608.02,2,1,6
32,Male,Product Management,Other,Full-time,Hybrid,4.5,1.9,Bachelor's Degree,English,Jira; A/B Testing; Data Analysis; SQL; Scrum; User Research,Jira,6,,Large (201-1000),184695.6,1,0,6
31,Male,Site Reliability Engineering,Other,Contract,Remote,11.6,4.7,PhD,English,Python; Incident Management; Grafana; Kubernetes,Python,4,,Small (11-50),327258.29,1,0,4
45,Male,Mobile Development,Other,Part-time,Remote,2.2,1.0,Bootcamp,Mandarin,Kotlin; Objective-C; Firebase; Jetpack Compose; Xcode; Android SDK; Dart; SwiftUI,Kotlin,8,AWS Certified Developer,Enterprise (1000+),135017.56,1,1,9
38,Female,Frontend Development,Other,Full-time,Remote,7.6,7.1,Bootcamp,English,Redux; React; Webpack; JavaScript; TypeScript; Angular; Vue.js,Redux,7,,Startup (1-10),114079.46,1,0,7
30,Female,Site Reliability Engineering,Other,Contract,Remote,8.9,3.6,Bachelor's Degree,Spanish; German; Tamil,Python; AWS; Kubernetes; Docker; Grafana; Prometheus; GCP; CI/CD,Python,8,,Startup (1-10),179426.86,3,0,8
29,Female,Backend Development,Other,Full-time,On-site,3.7,1.5,Bachelor's Degree,English; Tamil; Korean,Node.js; Go; Django; Spring Boot,Node.js,4,,Large (201-1000),157470.6,3,0,4
29,Female,Product Management,Other,Full-time,Remote,2.6,1.3,Bachelor's Degree,Spanish; Hindi,Jira; SQL; Wireframing; A/B Testing,Jira,4,Azure Solutions Architect; AWS Certified Developer,Large (201-1000),171039.22,2,2,6
38,Female,Blockchain & Web3,Other,Contract,Remote,1.9,1.3,PhD,English,Hardhat; Smart Contracts; Go; Ethereum; DeFi; Solidity; TypeScript; Rust,Hardhat,8,,Large (201-1000),268020.5,1,0,8
42,Prefer not to say,Embedded Systems & IoT,Other,Full-time,Remote,11.4,6.6,PhD,German,ARM; PCB Design; I2C/SPI; Python; FPGA; C; MQTT,ARM,7,,Large (201-1000),324255.73,1,0,7
22,Female,Site Reliability Engineering,Other,Full-time,Remote,2.9,2.9,Associate's Degree,English,Grafana; Incident Management; Go; Terraform; Python; Docker; Kubernetes; AWS,Grafana,8,PMP,Small (11-50),88196.56,1,1,9
25,Female,Frontend Development,Other,Full-time,Remote,0.5,0.5,Master's Degree,English,React; Angular; HTML/CSS; Redux; JavaScript; Vue.js; TypeScript; SASS,React,8,,Small (11-50),100042.15,1,0,8
21,Female,Game Development,Other,Full-time,Hybrid,2.9,1.3,Master's Degree,Japanese; Russian,Shader Programming; Physics Engine; C#; Unity; OpenGL,Shader Programming,5,Certified Scrum Master; TensorFlow Developer Certificate,Enterprise (1000+),44648.42,2,2,7
36,Male,Game Development,Other,Full-time,Hybrid,0.5,0.5,Bootcamp,English,Photon; C++; 3D Modeling; DirectX; Maya; OpenGL,Photon,6,AWS Certified Developer,Startup (1-10),20121.98,1,1,7
31,Female,Blockchain & Web3,Other,Full-time,On-site,4.8,2.2,Bachelor's Degree,English; Hindi; French,ethers.js; Hardhat; Solidity; Smart Contracts,ethers.js,4,,Large (201-1000),316401.16,3,0,4
36,Prefer not to say,Product Management,Other,Contract,Remote,9.3,6.4,Bachelor's Degree,English; Russian,Jira; Stakeholder Management; Roadmapping; Figma; A/B Testing; Wireframing; User Research; Data Analysis,Jira,8,TensorFlow Developer Certificate,Large (201-1000),220245.95,2,1,9
28,Female,Product Management,Other,Full-time,Hybrid,6.2,5.1,Bootcamp,French,Scrum; A/B Testing; Jira,Scrum,3,TensorFlow Developer Certificate,Enterprise (1000+),302726.86,1,1,4
35,Non-Binary,Frontend Development,Other,Full-time,On-site,8.8,8.7,Bachelor's Degree,English,Tailwind CSS; Webpack; Vue.js; Next.js; Redux; React,Tailwind CSS,6,,Startup (1-10),133016.94,1,0,6
23,Male,Cybersecurity,Other,Freelance,Remote,4.4,4.2,Bootcamp,Telugu; Portuguese; Tamil; Spanish,Burp Suite; Nmap; Firewalls; Ethical Hacking; Cryptography; Network Security; Wireshark,Burp Suite,7,,Medium (51-200),157461.31,4,0,7
30,Male,Site Reliability Engineering,Other,Full-time,Hybrid,5.1,3.8,Bachelor's Degree,English; Spanish; Japanese,GCP; Grafana; Python; Kubernetes; Prometheus; Incident Management,GCP,6,,Startup (1-10),239995.88,3,0,6
25,Male,Full-Stack Development,Full Stack Developer,Contract,Remote,7.2,3.7,Master's Degree,English; Italian; Telugu,Node.js; Python; React; Docker; AWS; Redis,Node.js,6,AWS Certified Solutions Architect; Certified Scrum Master,Small (11-50),137310.12,3,2,8
35,Non-Binary,Backend Development,Other,Contract,Remote,0.5,0.5,PhD,English,Rust; Spring Boot; PHP; FastAPI; Node.js; Go,Rust,6,Google Cloud Professional,Large (201-1000),159729.11,1,1,7
29,Male,Data Science & ML,Other,Full-time,Remote,6.2,5.0,Bootcamp,English; Tamil; Mandarin,TensorFlow; R; Python; scikit-learn; NLTK,TensorFlow,5,AWS Certified Developer; Kubernetes CKA; PMP,Enterprise (1000+),242589.02,3,3,8
35,Male,Full-Stack Development,Other,Full-time,Remote,5.8,3.2,Master's Degree,Mandarin,Redis; Vue.js; PostgreSQL; TypeScript; REST APIs; Docker; AWS; React,Redis,8,CISSP; TensorFlow Developer Certificate; CompTIA Security+,Medium (51-200),235652.74,1,3,11
32,Male,Data Science & ML,Other,Part-time,Remote,8.3,7.6,Bachelor's Degree,Mandarin; English,PyTorch; Pandas; Keras,PyTorch,3,Azure Solutions Architect,Large (201-1000),209793.69,2,1,4
41,Non-Binary,Product Management,Other,Full-time,Remote,4.8,4.6,Bootcamp,Hindi,Jira; Figma; Wireframing; User Research; Stakeholder Management; A/B Testing; Scrum,Jira,7,,Large (201-1000),225075.57,1,0,7
29,Male,Blockchain & Web3,Other,Full-time,Remote,0.5,0.5,Bootcamp,English,ethers.js; Foundry; TypeScript; DeFi; IPFS; Ethereum; Rust; Solidity,ethers.js,8,Kubernetes CKA,Small (11-50),76067.49,1,1,9
43,Female,Data Science & ML,Other,Full-time,Hybrid,3.5,1.5,Master's Degree,English,Hugging Face; Keras; SQL; PyTorch; Python; OpenCV,Hugging Face,6,AWS Certified Solutions Architect,Small (11-50),284821.13,1,1,7
31,Non-Binary,Embedded Systems & IoT,Other,Full-time,Remote,2.6,1.8,Bootcamp,Mandarin,PCB Design; I2C/SPI; Microcontrollers; Python; Embedded Linux,PCB Design,5,TensorFlow Developer Certificate,Enterprise (1000+),152665.2,1,1,6
42,Male,Backend Development,Other,Full-time,Remote,0.5,0.5,Bootcamp,English; Japanese; Korean; Russian,Express.js; Rust; Python; Go; Java; PHP,Express.js,6,,Medium (51-200),86367.38,4,0,6
25,Male,Full-Stack Development,Other,Full-time,Remote,7.7,5.4,Master's Degree,English,AWS; Vue.js; REST APIs,AWS,3,,Medium (51-200),201443.92,1,0,3
35,Female,Game Development,Other,Full-time,Remote,9.1,8.8,Master's Degree,English; Portuguese; Hindi,Photon; Blender; OpenGL; Unreal Engine,Photon,4,CISSP; Linux Foundation Certified; AWS Certified Solutions Architect,Startup (1-10),168427.19,3,3,7
34,Female,Full-Stack Development,Web Developer,Full-time,Remote,0.5,0.5,Bootcamp,English; Portuguese,TypeScript; REST APIs; PostgreSQL; Python; Node.js; MongoDB,TypeScript,6,TensorFlow Developer Certificate,Enterprise (1000+),127012.36,2,1,7
26,Female,Backend Development,Other,Full-time,Hybrid,11.3,9.0,Bachelor's Degree,Russian; Spanish; Arabic,C#; Ruby; Spring Boot; Python; PHP; Java; Rust,C#,7,AWS Certified Developer,Medium (51-200),131505.7,3,1,8
18,Female,Frontend Development,Other,Full-time,On-site,15.1,13.4,Master's Degree,English; Telugu; Italian,HTML/CSS; Redux; SASS; Angular; JavaScript; Tailwind CSS; Vue.js; Webpack,HTML/CSS,8,Google Cloud Professional,Medium (51-200),190844.8,3,1,9
31,Female,Data Science & ML,Other,Full-time,Remote,8.5,5.4,PhD,English,Pandas; NLTK; Hugging Face; Spark; OpenCV; scikit-learn; PyTorch,Pandas,7,Certified Scrum Master,Small (11-50),286400.51,1,1,8
38,Non-Binary,Frontend Development,Other,Full-time,On-site,4.5,3.9,Bootcamp,Telugu; Russian; Italian,SASS; JavaScript; Next.js; TypeScript; Vue.js; HTML/CSS,SASS,6,Linux Foundation Certified; CompTIA Security+,Medium (51-200),135549.04,3,2,8
53,Male,Embedded Systems & IoT,Other,Full-time,Remote,7.8,7.8,Bootcamp,English; German,PCB Design; MATLAB; C++; C; Microcontrollers; Python; MQTT,PCB Design,7,Azure Solutions Architect,Small (11-50),113955.15,2,1,8
19,Female,Full-Stack Development,Full Stack Developer,Contract,Remote,6.1,3.4,Master's Degree,English; Dutch,REST APIs; GraphQL; Node.js; Docker; PostgreSQL; Vue.js,REST APIs,6,,Medium (51-200),292884.99,2,0,6
29,Female,Data Science & ML,Other,Full-time,Remote,4.5,3.8,Bachelor's Degree,English; Japanese,Python; Keras; OpenCV,Python,3,,Startup (1-10),178800.4,2,0,3
31,Female,Data Science & ML,Other,Full-time,Hybrid,0.7,0.6,PhD,English; German,NLTK; Keras; SQL; scikit-learn,NLTK,4,Certified Scrum Master,Enterprise (1000+),207650.41,2,1,5
30,Male,Frontend Development,Other,Full-time,Remote,2.3,1.8,PhD,English,JavaScript; TypeScript; GraphQL; Webpack; Vue.js,JavaScript,5,Linux Foundation Certified; CEH; PMP,Startup (1-10),162461.28,1,3,8
31,Female,Game Development,Other,Full-time,Remote,10.1,4.9,Bachelor's Degree,English,Shader Programming; 3D Modeling; Photon; C#; Blender; Unity; Physics Engine; Unreal Engine,Shader Programming,8,,Large (201-1000),173182.3,1,0,8
36,Female,Database & Data Engineering,Other,Full-time,Hybrid,7.4,5.3,Bachelor's Degree,English,Kafka; Snowflake; PostgreSQL; Airflow,Kafka,4,,Startup (1-10),168215.07,1,0,4
28,Female,Mobile Development,Other,Full-time,Remote,9.3,8.7,Bachelor's Degree,English,SwiftUI; Java; Firebase; React Native; Xcode,SwiftUI,5,,Startup (1-10),202376.35,1,0,5
32,Male,Game Development,Other,Full-time,Remote,4.9,4.2,Bachelor's Degree,English,Blender; DirectX; Unity; Photon; Unreal Engine; Physics Engine; 3D Modeling,Blender,7,Google Cloud Professional,Medium (51-200),137395.65,1,1,8
34,Female,Database & Data Engineering,Other,Full-time,Remote,4.9,2.1,Bachelor's Degree,English; Russian; Japanese,Snowflake; BigQuery; Spark; SQL; Elasticsearch; Redis; PostgreSQL; Airflow,Snowflake,8,Azure Solutions Architect,Startup (1-10),168350.24,3,1,9
32,Male,Site Reliability Engineering,Other,Full-time,Remote,4.1,4.0,Associate's Degree,English,Go; Docker; CI/CD; GCP; AWS,Go,5,CompTIA Security+,Startup (1-10),141189.44,1,1,6
28,Male,Product Management,Other,Full-time,Remote,10.2,7.1,Associate's Degree,English; Korean; Tamil,A/B Testing; Figma; Scrum; SQL; Jira; User Research,A/B Testing,6,CEH; Azure Solutions Architect,Medium (51-200),185154.26,3,2,8
27,Non-Binary,Full-Stack Development,Software Engineer,Full-time,On-site,7.3,5.4,Bachelor's Degree,English; Bengali,Redis; Node.js; PostgreSQL; Python; AWS; REST APIs; TypeScript,Redis,7,TensorFlow Developer Certificate; Certified Scrum Master,Large (201-1000),59659.07,2,2,9
35,Female,Product Management,Other,Part-time,Remote,2.0,1.1,Bootcamp,Telugu; Portuguese; French,SQL; A/B Testing; Data Analysis; Wireframing; Confluence; Scrum; Jira,SQL,7,Linux Foundation Certified,Startup (1-10),156497.15,3,1,8
40,Non-Binary,Full-Stack Development,Software Engineer,Full-time,Remote,10.7,5.1,Master's Degree,English,TypeScript; React; GraphQL,TypeScript,3,Certified Scrum Master,Enterprise (1000+),231831.2,1,1,4
38,Female,Site Reliability Engineering,Other,Full-time,On-site,6.8,5.9,Bootcamp,Arabic; Telugu; Hindi,Terraform; Docker; AWS; Grafana; Prometheus,Terraform,5,,Enterprise (1000+),276644.7,3,0,5
30,Non-Binary,Mobile Development,Other,Freelance,Remote,2.4,1.5,Bootcamp,English,React Native; Flutter; Xcode; Swift; Java; Firebase,React Native,6,Linux Foundation Certified,Medium (51-200),122469.56,1,1,7
24,Female,Cybersecurity,Other,Freelance,Remote,1.1,0.7,Bootcamp,English; Tamil; Arabic,Linux; Cryptography; Python; Nmap; Wireshark; SIEM; Network Security; Firewalls,Linux,8,,Enterprise (1000+),121298.94,3,0,8
31,Prefer not to say,Cybersecurity,Other,Full-time,Remote,1.1,0.7,Bachelor's Degree,English; German,Nmap; Ethical Hacking; SIEM; Incident Response; Cryptography; IDS/IPS; Linux; Burp Suite,Nmap,8,CompTIA Security+; Certified Scrum Master; Kubernetes CKA,Small (11-50),35330.94,2,3,11
21,Male,Full-Stack Development,Software Engineer,Full-time,Hybrid,8.7,7.0,Master's Degree,English; Dutch,Node.js; Docker; REST APIs; GraphQL; TypeScript; AWS; Python,Node.js,7,Certified Scrum Master; Linux Foundation Certified,Small (11-50),277704.91,2,2,9
35,Male,QA & Testing,Other,Freelance,Remote,8.0,6.5,Master's Degree,English; Spanish; Japanese,Postman; JUnit; TestRail,Postman,3,TensorFlow Developer Certificate,Startup (1-10),168445.76,3,1,4
37,Male,Backend Development,Other,Full-time,Remote,0.5,0.5,Master's Degree,English; Spanish,Express.js; Python; Ruby; C#; Rust; Spring Boot; Node.js,Express.js,7,CISSP; PMP; CEH,Medium (51-200),98571.66,2,3,10
28,Female,DevOps & Cloud,Other,Full-time,Remote,0.5,0.5,Master's Degree,English,CI/CD; Helm; Linux; GCP; Docker; AWS; Prometheus,CI/CD,7,PMP,Enterprise (1000+),154766.57,1,1,8
30,Prefer not to say,Database & Data Engineering,Other,Full-time,On-site,2.1,1.3,Bootcamp,English,Cassandra; MongoDB; SQL; Airflow; Kafka; BigQuery; Spark,Cassandra,7,,Large (201-1000),132589.81,1,0,7
